ayah	status	sha256	reviewer	date	note
33	verified	904987e2e856d841224f838778f19863ea0e70677bbcd63dc0f4a63092c62e9a	AI (double) + owner sample	2026-09-25	ADR 0006
34	verified	2e18cbc0aaf9039b05d6545407391c0c496a934d10705a042881021a176f0403	AI (double) + owner sample	2026-09-25	ADR 0006
35	verified	50fff407b531949e56a5948523296f95542f4593af60de01417c127d3012cad6	AI (double) + owner sample	2026-09-25	ADR 0006
36	verified	d700e3a1a578e4a065c2d1741dd90c081a29e1d4dd944a11bca806d57ffa3547	AI (double) + owner sample	2026-09-25	ADR 0006
37	verified	085109f1fca64c6fb87aff4378a080d213e263f462b4e21bdc1130c74070d808	AI (double) + owner sample	2026-09-25	ADR 0006
38	verified	86c9ab2e863fcfafc05b10c877d3b27d3f5b1892d86f8a7c54733ed8c22556f9	AI (double) + owner sample	2026-09-25	ADR 0006
39	verified	cd45fd23ccf78cc61da1971f8d9978c5785cab0ea5152c112656d44642eb5747	AI (double) + owner sample	2026-09-25	ADR 0006
40	verified	24e1d08a029e5e5884255a1d912e7fee2a1718b21eb8718cec47107234d2d53b	AI (double) + owner sample	2026-09-25	ADR 0006
41	verified	fe97e0e783754b89b23d4f91cb545150112c98deb83f8159626f20d72bcc9297	AI (double) + owner sample	2026-09-25	ADR 0006
42	verified	9f859d4bd344583ac24aac3c9c94005bb49c1fb75f38ecfc081829ffa9a4e17c	AI (double) + owner sample	2026-09-25	ADR 0006
43	verified	92f4b7e9da9f0dddb35489f87cf29c4da6bff6da04911eb8e551b1d615a38a2d	AI (double) + owner sample	2026-09-25	ADR 0006
44	verified	5a65e32220983b469397fe7ac5f62043bf2366cdf3899840577413862aaeac22	AI (double) + owner sample	2026-09-25	ADR 0006
