ayah	status	sha256	reviewer	date	note
46	verified	7e34755a2cfa6313c44cf3a47b009ca814eeb51602806f4e65bf0489067253fe	AI (double) + owner sample	2026-09-25	ADR 0006
47	verified	90635dc8f9395d4cb453cbf9e5ab4a4683c91317afdb07b7d39fff3661bd1190	AI (double) + owner sample	2026-09-25	ADR 0006
48	verified	5a23ba87fb98cfc6647f3b37e65027b19f01ec2ff9f5e2cb1860358f82190d65	AI (double) + owner sample	2026-09-25	ADR 0006
49	verified	da15bd93f185b820bf426d84127f57a715a9a1be76f436aaaf9c54f9f266e90e	AI (double) + owner sample	2026-09-25	ADR 0006
50	verified	212d261761a0ad799db01bdcd918b5c5da4df1a8cb49ecd7cc44a39d9ff89c48	AI (double) + owner sample	2026-09-25	ADR 0006
51	verified	013c8302d511ab0017521ba6530e1a191643d65e71550ff0f991d4221f837135	AI (double) + owner sample	2026-09-25	ADR 0006
52	verified	a27cb24ebb3c9a6aa15f84b13396e179985ae98eadcdb9f061329a66467f19e4	AI (double) + owner sample	2026-09-25	ADR 0006
53	verified	4ec7f21909b7d08fbbfb4546ce40651cea16f18dc85c41dd5cc66c2d7403ca0f	AI (double) + owner sample	2026-09-25	ADR 0006
54	verified	8a530e710318bdfdb21f5076794b2b74aa8c7f8a673ae1408d306c18609fa033	AI (double) + owner sample	2026-09-25	ADR 0006
55	verified	f0caee5ff9656a5c91c4413ba6ac0339a9b92f4706f193dd1f70cfd652e062b1	AI (double) + owner sample	2026-09-25	ADR 0006
56	verified	fa782ff2711c242cd334efa0973b2ac501b076858ab752c82ca40f1e17caeaa2	AI (double) + owner sample	2026-09-25	ADR 0006
57	verified	8a9d2f3aece96587fdafc3e40dacd49798edbc6f5e3b3e85530510f50f334833	AI (double) + owner sample	2026-09-25	ADR 0006
58	verified	e005758ad65e5e3b655a02cb19cf5d4aa293ffbbe0747fa375563b6e35b71ae8	AI (double) + owner sample	2026-09-25	ADR 0006
59	verified	d56074f6c6330bc40da294f9fbbe57c26bfd1753bc30c56244e055403d474ba6	AI (double) + owner sample	2026-09-25	ADR 0006
60	verified	a1fccfae98cb1954358b7591c840d8093ec72e020cd4a2cb2342f64a76f2b29e	AI (double) + owner sample	2026-09-25	ADR 0006
61	verified	e3cb311bd5a1b49bbbc9d99da645726674ba74458fa4caa523165dd1c8c15081	AI (double) + owner sample	2026-09-25	ADR 0006
62	verified	d34dc5880f6d6878c4c72ee00073aff601df5042dc9e37e21dcfb591554f5836	AI (double) + owner sample	2026-09-25	ADR 0006
63	verified	afeb804d7f88c6e99fdf4ee40aa78d43b4511da0d0bddd0053851e6f7cee09bc	AI (double) + owner sample	2026-09-25	ADR 0006
64	verified	530a8187dc0da595aa1597ca515b06928253546d619a717c46e31315bb27ecbf	AI (double) + owner sample	2026-09-25	ADR 0006
65	verified	79a70dd22a3a9ba4fa34acac5d84a303acbea5d74ca7751f4db31305da6f9bf7	AI (double) + owner sample	2026-09-25	ADR 0006
66	verified	070844df5ba80189e04a04d761cbbbbdb3e84f68ec4bc24b71af32ff0d7cae1d	AI (double) + owner sample	2026-09-25	ADR 0006
67	verified	d7114c6eb6b80a41f10e12dcc208113485bdb493afec1023d82701d16155296d	AI (double) + owner sample	2026-09-25	ADR 0006
68	verified	f6742b3bc0acad705f91f1a891d3b8dd36426d3c8dac62312b5de728b423a74e	AI (double) + owner sample	2026-09-25	ADR 0006
69	verified	79574ff951e56db617e7398d172e1649e58972323a62701eb291041e0ad24afb	AI (double) + owner sample	2026-09-25	ADR 0006
70	verified	7d117396585c7a90ae656520a8173650266465a4688caba5fe947d5b88974f23	AI (double) + owner sample	2026-09-25	ADR 0006
71	verified	de20b5267188ddba7995a4fbe675ddadc9975d3b51f544a5d614e402fc2a4389	AI (double) + owner sample	2026-09-25	ADR 0006
72	verified	ec223c69a3af5551eccb6501e39f95fa3784ac55f0dd29b7761615ad8ad164de	AI (double) + owner sample	2026-09-25	ADR 0006
73	verified	9d5ca6d211f182829bfb824733db32679f1cfa28f55de46bcd63a06a7840ab8f	AI (double) + owner sample	2026-09-25	ADR 0006
74	verified	f75eb66ca686bcd4fe80fdfe34c55d1b6b1b88d676aa83802c6e4a61c1d620f0	AI (double) + owner sample	2026-09-25	ADR 0006
75	verified	55ebe7a24d64a3d2ed84ed65e1a6f4e892837e8cbed09a3864ede6893a6fd763	AI (double) + owner sample	2026-09-25	ADR 0006
76	verified	e08011e52bc2ea5049fee2c8584ae24e2dbd70305bf01dab074980c45fba4174	AI (double) + owner sample	2026-09-25	ADR 0006
77	verified	5771242bcdca3a2de77cc12d7731cc5d3d284fc734af00c0cb7ae3f4ca5f793a	AI (double) + owner sample	2026-09-25	ADR 0006
78	verified	401e869b1ea781707453f8e7461e04234a063e86a5fe62233b44f70e098fe7f9	AI (double) + owner sample	2026-09-25	ADR 0006
79	verified	f253f4c7349d4313b168f811f840e816938533f8897205399a702d7fafd3a0a5	AI (double) + owner sample	2026-09-25	ADR 0006
80	verified	a357cc1ec765ecc6111033a7508554769041b43cf948a9d0258f2eb4c28409b9	AI (double) + owner sample	2026-09-25	ADR 0006
81	verified	eef3b40f14399a49669e85b3031820fe2d6850414f4768223e20a051fc8c18e6	AI (double) + owner sample	2026-09-25	ADR 0006
82	verified	a3393257973fd05302eae5a9cf8f9f80da6603a8eaee5fbb862a7eedd4cb0017	AI (double) + owner sample	2026-09-25	ADR 0006
83	verified	28f5da98ac535e04ca3438c676293e5da5e6088222eb716ab9685369d43c88db	AI (double) + owner sample	2026-09-25	ADR 0006
84	verified	993beb7908ce77d64c0813821a041cfabafae516d9ea990b2d1bd401feb5fff3	AI (double) + owner sample	2026-09-25	ADR 0006
85	verified	e506ac8548046fd63150510082f231652e35c73f5250d590c9ee084a172d72d5	AI (double) + owner sample	2026-09-25	ADR 0006
86	verified	9dc2d81b68434c95b5cd23198eaba66518b1807672dc72a1ea168079870542b4	AI (double) + owner sample	2026-09-25	ADR 0006
87	verified	380946152f7abfdc60656209f2dbed4ceba2ecaca739bf51f56ee83f99496270	AI (double) + owner sample	2026-09-25	ADR 0006
88	verified	12db6c625d69dd3cd2e1b1affc26d806fdc722b3fbbb3ab44c36e5a88ba3ec0f	AI (double) + owner sample	2026-09-25	ADR 0006
89	verified	dd3a44c0c590b10d4a0652982636355ed784e2a88201079dc83987b84b9ab502	AI (double) + owner sample	2026-09-25	ADR 0006
