ayah	status	sha256	reviewer	date	note
57	verified	083ad5daa4db0375ea049966aa87f790e3d936d52e80a2b12c7785cf9754af4e	AI (double) + owner sample	2026-09-25	ADR 0006
58	verified	93c8e0d19973183d763d64fa4516aa389e18d4fe92896a8aa0b765e41efbb738	AI (double) + owner sample	2026-09-25	ADR 0006
59	verified	931621bbde3056bd443089aa9c2bdc02710a76a8614fa282a3661a991c9b9a60	AI (double) + owner sample	2026-09-25	ADR 0006
60	pending				
61	pending				
62	verified	25803af5f57450b91d6a4e1f7fad985a3bd443bd0cd16f0bb7b426c1bae095d4	AI (double) + owner sample	2026-09-25	ADR 0006
63	verified	f9908a53395a3b732633c5f7a999c9f517ed855ee2f2a5b04bfca82257a32516	AI (double) + owner sample	2026-09-25	ADR 0006
64	verified	31c814190b8c6ca20ed85b001e58e9d31bde44e7c1c383564f3d2fd75528fdc1	AI (double) + owner sample	2026-09-25	ADR 0006
65	verified	48bb2b83478286529ee2aeac9a11f168444b8101de546f272645c7a2f48949e5	AI (double) + owner sample	2026-09-25	ADR 0006
66	verified	8c59b0e35ba067a03c89ec8ed247d334b9489b8cb97fa6b15606ac5dad167b0b	AI (double) + owner sample	2026-09-25	ADR 0006
67	verified	467fa8d918386208b39257374dc17ee86b04639b1e1ab9f9ff8a2329ad1a2eae	AI (double) + owner sample	2026-09-25	ADR 0006
68	verified	b02a7c765fa4e13a2a87a3b79722a5af597cc5a51c3d85db581b56bb82647021	AI (double) + owner sample	2026-09-25	ADR 0006
69	verified	967e481d8e13cae5a34f34e56fb658f83a543aa9f28cc7e0b63bdc2687bdff65	AI (double) + owner sample	2026-09-25	ADR 0006
70	verified	57aea5d7137ae7ab563d964946df69115e1d4f2d6b8db4db6150ae52236ce94a	AI (double) + owner sample	2026-09-25	ADR 0006
71	verified	0e2c70fbe4a03ac17dba072b100d9c9c9e619327ac03566e3b281eff6db2dc5a	AI (double) + owner sample	2026-09-25	ADR 0006
72	verified	f6cf9449ab5ff7456b62d43b1d7dd9129c30f59327a7ab733b44eaedbb37e6c4	AI (double) + owner sample	2026-09-25	ADR 0006
73	verified	31c038752eef0b124eea6268a31b7d71b68abbb77d12407ed364e782518e0f5e	AI (double) + owner sample	2026-09-25	ADR 0006
74	verified	dbc9e2ed5601d4f7c6a23ecb8e72c4dd57279aeccbe3cd3f2cb8c5f978a54f99	AI (double) + owner sample	2026-09-25	ADR 0006
75	verified	a3b1350ed15e121d13473ac487d344cb0bab05a381d56b1d7c204cca1ca9a65e	AI (double) + owner sample	2026-09-25	ADR 0006
76	verified	8fdc557c8ea0f47415756672a2b08fd909b30d02f14203295a8c2107bbc47113	AI (double) + owner sample	2026-09-25	ADR 0006
77	verified	6d3d0806ee4c7a1e0e75110a6796d1e11b2ca970c3d80e44c45ed055a9bec5b5	AI (double) + owner sample	2026-09-25	ADR 0006
78	pending				
79	verified	d514cd1c150e7fe83d6809739fd02ac0f24416dff39d301419997a702706db33	AI (double) + owner sample	2026-09-25	ADR 0006
80	verified	61e07f7d57d1adf1f46c04f6bbae99556d06e2a16ed156af302cc80572ca6392	AI (double) + owner sample	2026-09-25	ADR 0006
81	verified	bcc71d908e00234064414d752314fa4631dbc526b7e1ca02d77962835c72663c	AI (double) + owner sample	2026-09-25	ADR 0006
82	verified	7995046ce05a8d298cb4c93ac392f47cde88495e8bf0c1ca13e1e7ed1c083c4a	AI (double) + owner sample	2026-09-25	ADR 0006
83	verified	636f2ae481e51e0b49d24888f0d7a3de3c4135a18f4e7a01fee2c3b9321446e3	AI (double) + owner sample	2026-09-25	ADR 0006
84	verified	3d23545de90b8485d55d23fbaf4adf9996c6d6b2753fc4025977a5a981735a67	AI (double) + owner sample	2026-09-25	ADR 0006
85	verified	e99b4583b9eb5d2043f8329142aac7005c340b6a54f26b315fb6306bbebcedcf	AI (double) + owner sample	2026-09-25	ADR 0006
86	verified	95dd586ae3d9f0f536efe5d568f4180bdf440d70571decc0bfa182dede89df69	AI (double) + owner sample	2026-09-25	ADR 0006
87	verified	82322722c6e6f23f994747313ae1234315df742854d65727a9c68a292dd5e225	AI (double) + owner sample	2026-09-25	ADR 0006
88	verified	59f7f8fdf55d92d95f8a8448226e3da94dc7fe11f3ac229345357b9c0d0fbd88	AI (double) + owner sample	2026-09-25	ADR 0006
89	verified	7b9db16b28030c496b7218be5d78582fdb880d6a599249e8ea833cf65ec58b53	AI (double) + owner sample	2026-09-25	ADR 0006
90	verified	5c01f81f7b72fb38d5c6c11f42873a9fb72300c8801fa74e6bef69203dce28e4	AI (double) + owner sample	2026-09-25	ADR 0006
91	verified	139a49e4cf466cd25904f20ffa14de0016f2e681f13986495c2c4a8b8ccdd7ec	AI (double) + owner sample	2026-09-25	ADR 0006
92	verified	0699dd7fa9321ac191db5c46d00397ff47d8f78dd46d2199ca930c128541f53e	AI (double) + owner sample	2026-09-25	ADR 0006
93	verified	293e1efa4b7480c30f3381e2bbd2647e1eab854857fdc6159dd55501d802c2a7	AI (double) + owner sample	2026-09-25	ADR 0006
94	verified	8b2f2360768be10f49a1b81bc01bbb4db4237d3a1ddcb0af6ba832cd5774e38c	AI (double) + owner sample	2026-09-25	ADR 0006
95	verified	0958c82f33d65d0401efaae212922e9f462c92a8c2a5de454e8d68f3b6451053	AI (double) + owner sample	2026-09-25	ADR 0006
96	verified	d518be6d10f51bed78aa3edd6db13c4fce916163b14da277b8b1fe5238f74400	AI (double) + owner sample	2026-09-25	ADR 0006
97	verified	1cc900c50f9f34faef756e4e8a13e30dd4a5728983424d2c9b24895b4300bbe0	AI (double) + owner sample	2026-09-25	ADR 0006
98	verified	1e7020259ac77a32f6e6b653ae614078a0700813ed99165dfe995589ba12f4bb	AI (double) + owner sample	2026-09-25	ADR 0006
